boleta_id,fecha,Tienda,producto,Categoria,cantidad,precio_unit,Monto
1072,6/7/2026,Tienda Centro, Mantequilla ,Lácteos,3,2500,7500
1072,06-07-2026,  Tienda Centro,Maní,Snacks,,1200,1200
1072,6-7-2026,Tienda Centro,Pan molde,Panadería,1,1800,1800
1073,27-6-2026,Tienda Mall  ,Café,Café/Té,1,4000,4000
1073,2026-06-27,Tienda Mall, Galletas ,Snacks,2,1000,2000
1073,27-06-2026, Tienda Mall ,Maní,Snacks,2,1200,2400
1073,2026/06/27,Tienda Mall  ,Té,Café/Té,3,2500,7500
1074,2026-06-03,Tienda Sur  ,  Queso,Lácteos,3,4500,13.500
1075,2026-07-22,Tienda Mall,Agua mineral,Bebidas,2,900,1800
1075,2026-07-22,Tienda Mall,Maní  ,snacks,1,1200,1200
1075,22-07-2026,Tienda Mall, Toallitas húmedas ,Bebé,1,2200,2200
1076,14/7/2026,Tienda Norte,Detergente,LIMPIEZA,3,5500,16500
1076,2026-07-14,Tienda Norte,Vino tinto,ALCOHOL,1,5000,5000
1077,12/7/2026,Tienda Sur,Azúcar,Café/Té,1,1300,1300
1077,2026-07-12,Tienda Sur,Detergente,Limpieza,1,5500,5500
1077,2026-07-12,Tienda Sur, Queso ,Lácteos,1,4500,4500
1077,2026-07-12,Tienda Sur, Té ,Café/Té,1,2500,2500
1077,12-07-2026,Tienda Sur,Vino tinto,Alcohol,1,5000,5000
1078,2026-06-30,Tienda Centro,Esponjas,Limpieza,1,1200,1200
1079,2026-07-02, Tienda Norte , Bebida cola ,bebidas,1,1500,1500
1079,2/7/2026,Tienda Norte,Cerveza,Alcohol,,3500,3500
1079,02-07-2026,Tienda Norte,Papas fritas,snacks,1,1800,1800
1080,2026-08-06,Tienda Centro,Detergente,Limpieza,2,5500,11000
1080,2026/08/06,Tienda Centro,Maní  ,Snacks,1,1200,1200
1081,27-05-2026,Tienda Mall,Agua mineral,Bebidas,1,900,900
1081,2026-05-27,Tienda Mall,Maní,Snacks,1,1200,1200
1082,2026-08-05,Tienda Sur, Bebida cola ,Bebidas,1,1500,1500
1082,2026-08-05,Tienda Sur,Cerveza,ALCOHOL,,3500,3500
1082,2026/08/05,Tienda Sur,Pañales,BEBÉ,1,8000,8000
1082,2026-08-05,Tienda Sur,Toallitas húmedas,Bebé,1,2200,2200
1083,2026/07/11,Tienda Centro,Cerveza,Alcohol,1,3500,3500
1083,2026-07-11,Tienda Centro,Mantequilla,Lácteos,2,2500,5000
1083,2026-07-11,Tienda Centro,  Pan hallulla,Panadería,1,1500,1500
1083,2026-07-11,Tienda Centro,Queso,Lácteos,1,4500,4500
1083,11-07-2026,Tienda Centro, Té ,Café/Té,1,2500,2500
1084,2026-08-07,Tienda Centro, Esponjas ,LIMPIEZA,1,1200,1200
1084,2026-08-07,Tienda Centro,Galletas  ,Snacks,1,1000,1000
1085,2026/06/05,Tienda Sur  ,Bebida cola,BEBIDAS,1,1500,1500
1085,05-06-2026,Tienda Sur,Leche,LÁCTEOS,,1200,1200
1085,2026-06-05,Tienda Sur,  Pan hallulla,Panadería,2,1500,3000
1085,5/6/2026,Tienda Sur,Pan molde,Panadería,2,1800,3600
1085,5/6/2026,Tienda Sur,  Queso,Lácteos,2,4500,9000
1086,2026-07-28,  Tienda Centro,Agua mineral  ,Bebidas,1,900,900
1086,2026-07-28,Tienda Centro,  Jugo naranja,Bebidas,2,1600,3200
1086,2026/07/28,  Tienda Centro,Leche,Lácteos,1,1200,1200
1086,28-07-2026,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
1086,2026-07-28,Tienda Centro,Pan hallulla  ,PANADERÍA,1,1500,1500
1087,18/7/2026,Tienda Centro,Mantequilla,Lácteos,2,2500,5000
1088,2026-07-12,Tienda Mall,Azúcar,Café/Té,1,1300,1300
1088,2026-07-12,Tienda Mall,Bebida cola,Bebidas,1,1500,1500
1088,2026/07/12,Tienda Mall,Pañales,Bebé,2,8000,16000
1088,12-7-2026,Tienda Mall,Toallitas húmedas,Bebé,2,2200,4400
1088,2026/07/12,Tienda Mall,Té,café/té,1,2500,2500
1089,21-6-2026,Tienda Norte,Azúcar,Café/Té,1,1300,1300
1089,2026/06/21,  Tienda Norte,  Café,Café/Té,1,4000,4000
1089,2026-06-21, Tienda Norte ,Croissant,Panadería,2,900,1800
1089,2026-06-21,Tienda Norte  ,Mantequilla,Lácteos,2,2500,5000
1089,2026/06/21,Tienda Norte,Pan hallulla,panadería,1,1500,1500
1090,2026-06-30,Tienda Sur, Cloro ,LIMPIEZA,1,1400,1400
1090,2026-06-30,Tienda Sur,Detergente  ,Limpieza,1,5500,5500
1090,2026-06-30,Tienda Sur,Esponjas,Limpieza,1,1200,1200
1090,2026-06-30,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
1090,2026-06-30,Tienda Sur,Té,Café/Té,1,2500,2500
1091,29-05-2026,Tienda Sur,Cloro,LIMPIEZA,3,1400,4200
1091,29-5-2026,Tienda Sur,Jugo naranja  ,Bebidas,1,1600,1600
1092,03-06-2026,Tienda Norte,Bebida cola  ,Bebidas,1,1500,1500
1092,2026/06/03,Tienda Norte,Leche,LÁCTEOS,1,1200,1200
1092,2026-06-03,Tienda Norte,Papas fritas,Snacks,1,1800,1800
1093,2026-07-27,Tienda Mall,Azúcar,Café/Té,1,1300,1300
1093,2026-07-27,Tienda Mall  ,  Leche,LÁCTEOS,1,1200,1200
1094,2026-06-09,Tienda Mall,Azúcar,Café/Té,1,1300,1300
1094,9-6-2026,Tienda Mall,Cerveza,Alcohol,2,3500,7000
1094,9/6/2026,Tienda Mall  ,Maní  ,snacks,1,1200,1200
1094,2026-06-09,Tienda Mall,Papas fritas,Snacks,1,1800,1800
1094,2026-06-09,Tienda Mall,Té,Café/Té,1,2500,2500
1095,2026-08-05,Tienda Sur,Azúcar,Café/Té,3,1300,3900
1095,2026-08-05,Tienda Sur,Café,Café/Té,1,4000,4000
1095,2026-08-05,  Tienda Sur,Té,Café/Té,1,2500,2500
1096,2026-05-25,Tienda Sur,  Azúcar,CAFÉ/TÉ,1,1300,1300
1096,2026/05/25, Tienda Sur ,Leche,Lácteos,2,1200,2400
1097,2026-08-18,Tienda Mall,Bebida cola,Bebidas,2,1500,3000
1097,2026-08-18,Tienda Mall,Leche,LÁCTEOS,1,1200,1200
1098,16-6-2026, Tienda Norte ,Cloro,limpieza,1,1400,1400
1098,16/6/2026,  Tienda Norte,Detergente,Limpieza,2,5500,11.000
1098,2026-06-16,Tienda Norte,Esponjas,limpieza,1,1200,1200
1098,2026-06-16,Tienda Norte,Jugo naranja,bebidas,2,1600,3200
1098,2026-06-16,Tienda Norte,Vino tinto  ,Alcohol,2,5000,10000
1099,2026/08/17,Tienda Norte,Cloro,limpieza,1,1400,1400
1100,2026-06-13,Tienda Sur,Cloro,Limpieza,1,1400,1400
1100,2026-06-13,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
1100,2026/06/13,Tienda Sur,Pan molde,Panadería,1,1800,1800
1100,2026-06-13,Tienda Sur,Queso,Lácteos,1,4500,4500
1101,22-05-2026,Tienda Sur,Azúcar,Café/Té,,1300,2600
1101,22/5/2026,Tienda Sur,Bebida cola,bebidas,2,1500,3000
1101,22/5/2026,Tienda Sur,Café,Café/Té,1,4000,4000
1101,2026/05/22,Tienda Sur,Galletas  ,SNACKS,2,1000,2000
1101,22/5/2026,  Tienda Sur,Mantequilla,lácteos,1,2500,2500
1101,2026-05-22,  Tienda Sur,Pan molde,Panadería,1,1800,1800
1101,2026-05-22,Tienda Sur,Pañales,Bebé,1,8000,8000
1101,22-05-2026,Tienda Sur,Queso,Lácteos,1,4500,4500
1101,2026-05-22,Tienda Sur, Toallitas húmedas ,Bebé,1,2200,2200
1102,2026-06-22, Tienda Sur ,Jugo naranja,Bebidas,2,1600,3200
1102,2026-06-22,Tienda Sur,Vino tinto,Alcohol,2,5000,10.000
1103,5-8-2026,Tienda Mall,Cloro,Limpieza,1,1400,1400
1104,2026-08-10,  Tienda Centro,  Maní,Snacks,2,1200,2400
1105,2026-08-13,Tienda Norte,Bebida cola,Bebidas,1,1500,1500
1105,2026-08-13,Tienda Norte,Pan molde,Panadería,1,1800,1800
1106,2026-07-08, Tienda Centro ,Azúcar,Café/Té,1,1300,1300
1106,2026-07-08,Tienda Centro,Cloro,Limpieza,2,1400,2800
1106,2026-07-08,Tienda Centro,Detergente,Limpieza,1,5500,5500
1106,2026-07-08,Tienda Centro,Galletas,Snacks,1,1000,1000
1107,2026/08/04,Tienda Mall,Agua mineral,Bebidas,2,900,1800
1107,04-08-2026,Tienda Mall,Jugo naranja,Bebidas,1,1600,1600
1107,2026/08/04,Tienda Mall,Pan hallulla,PANADERÍA,,1500,3000
1107,2026/08/04, Tienda Mall ,Queso,Lácteos,1,4500,4500
1108,2026-07-04,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
1108,2026-07-04,Tienda Sur,Pan molde,PANADERÍA,1,1800,1800
1109,27-6-2026,Tienda Norte  ,Croissant,Panadería,2,900,1800
1109,27/6/2026,Tienda Norte  ,Jugo naranja,Bebidas,1,1600,1600
1110,2026-05-26,Tienda Norte,Leche,Lácteos,1,1200,1200
1110,26-05-2026,  Tienda Norte,Pañales,Bebé,1,8000,8000
1110,26/5/2026,  Tienda Norte,Toallitas húmedas,Bebé,1,2200,2200
1111,2026-06-22,Tienda Norte,Jugo naranja,Bebidas,2,1600,3200
1111,2026-06-22,Tienda Norte  ,Té,Café/Té,1,2500,2500
1112,2026-06-01,Tienda Sur,Queso,Lácteos,1,4500,4500
1113,31-5-2026,Tienda Sur,Café,Café/Té,,4000,4000
1113,2026/05/31,Tienda Sur,Queso,Lácteos,2,4500,9000
1113,2026-05-31,Tienda Sur,Vino tinto,Alcohol,2,5000,10.000
1114,2026-06-28,Tienda Sur,Maní,Snacks,1,1200,1200
1115,2026-07-01,Tienda Norte,Agua mineral,Bebidas,1,900,900
1115,2026/07/01,Tienda Norte,Mantequilla,Lácteos,1,2500,2500
1115,2026-07-01,Tienda Norte  ,Queso,LÁCTEOS,1,4500,4500
1116,2026/06/28,Tienda Mall,Maní,SNACKS,1,1200,1200
1116,2026-06-28,Tienda Mall,Papas fritas,snacks,1,1800,1800
1117,2026-08-17,Tienda Sur,Cloro,Limpieza,1,1400,1400
1117,17-8-2026,Tienda Sur,  Esponjas,Limpieza,1,1200,1200
1118,2026-07-19,Tienda Mall  ,Azúcar,Café/Té,2,1300,2600
1118,2026-07-19,Tienda Mall,Galletas,Snacks,2,1000,2000
1118,2026-07-19,Tienda Mall,Mantequilla,Lácteos,1,2500,2500
1118,19-07-2026,Tienda Mall,Maní  ,snacks,1,1200,1200
1118,2026-07-19,Tienda Mall,Pan molde,Panadería,1,1800,1800
1118,2026-07-19,  Tienda Mall, Queso ,Lácteos,2,4500,9000
1119,27/6/2026,Tienda Centro,Cloro,Limpieza,1,1400,1400
1119,27-6-2026,Tienda Centro,Mantequilla,Lácteos,2,2500,5000
1119,27-6-2026,Tienda Centro,Papas fritas,snacks,2,1800,3600
1120,18-7-2026, Tienda Centro ,Agua mineral,Bebidas,2,900,1800
1121,12-08-2026,Tienda Centro,Jugo naranja,Bebidas,1,1600,1600
1121,2026-08-12,Tienda Centro  ,Leche,Lácteos,1,1200,1200
1122,2026/05/28, Tienda Centro ,Azúcar,Café/Té,1,1300,1300
1122,2026-05-28,Tienda Centro,Cloro,Limpieza,1,1400,1400
1122,2026/05/28,Tienda Centro,Esponjas,Limpieza,2,1200,2400
1122,28-05-2026,Tienda Centro,Té,Café/Té,1,2500,2500
1123,2026-06-18,Tienda Norte,Jugo naranja,BEBIDAS,1,1600,1600
1123,18/6/2026,Tienda Norte,Pan molde,Panadería,1,1800,1800
1124,9/6/2026,Tienda Centro,Bebida cola  ,Bebidas,1,1500,1500
1124,2026-06-09,Tienda Centro,Papas fritas,Snacks,1,1800,1800
1124,2026-06-09,Tienda Centro,Queso,Lácteos,1,4500,4500
1125,5/6/2026,  Tienda Sur, Bebida cola ,Bebidas,1,1500,1500
1125,2026/06/05,Tienda Sur,Yogurt,lácteos,2,800,1600
1126,2026-08-16,Tienda Mall,Leche,Lácteos,1,1200,1200
1126,2026-08-16,Tienda Mall,Maní,Snacks,1,1200,1200
1126,2026-08-16,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
1127,13-08-2026,  Tienda Norte,  Esponjas,Limpieza,1,1200,1200
1128,20-07-2026,Tienda Mall,Cloro,Limpieza,3,1400,4200
1128,20-7-2026,Tienda Mall,Leche  ,lácteos,1,1200,1200
1129,2026-08-14,Tienda Sur,Esponjas,Limpieza,1,1200,1200
1129,2026-08-14,Tienda Sur,Leche,Lácteos,2,1200,2400
1130,2026-06-08,Tienda Centro,Leche,Lácteos,1,1200,1200
1130,8-6-2026, Tienda Centro ,Pañales,BEBÉ,1,8000,8000
1130,2026-06-08,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
1131,2026-07-16,Tienda Centro,Agua mineral,Bebidas,1,900,900
1131,16/7/2026,Tienda Centro,  Galletas,Snacks,1,1000,1000
1131,16-7-2026,Tienda Centro,Mantequilla,Lácteos,2,2500,5000
1131,2026-07-16,Tienda Centro,  Queso,Lácteos,1,4500,4500
1131,2026-07-16,Tienda Centro,  Vino tinto,Alcohol,2,5000,10000
1132,2026-07-27, Tienda Mall , Cloro ,Limpieza,1,1400,1400
1132,2026-07-27,  Tienda Mall,Detergente,Limpieza,1,5500,5500
1132,27/7/2026,Tienda Mall,Yogurt,LÁCTEOS,2,800,1600
1133,7-6-2026,Tienda Sur,Cloro,limpieza,1,1400,1400
1133,2026/06/07,Tienda Sur,  Jugo naranja,Bebidas,2,1600,3200
1133,7/6/2026,Tienda Sur,Papas fritas,Snacks,1,1800,1800
1134,2026/07/20,Tienda Norte,Azúcar  ,Café/Té,1,1300,1300
1134,20-07-2026,  Tienda Norte,Cloro,Limpieza,1,1400,1400
1134,2026-07-20,  Tienda Norte,Té,Café/Té,3,2500,7500
1135,2026-07-04,Tienda Mall,Pan molde,PANADERÍA,1,1800,1800
1135,04-07-2026,Tienda Mall,Queso,Lácteos,1,4500,4500
1136,15/8/2026,Tienda Mall,Bebida cola,Bebidas,,1500,1500
1136,2026-08-15,Tienda Mall,Leche,lácteos,2,1200,2400
1137,13-7-2026,Tienda Centro,Agua mineral,Bebidas,1,900,900
1138,2026-05-30,Tienda Mall,Detergente,LIMPIEZA,3,5500,16.500
1138,2026-05-30,Tienda Mall,Pan molde,Panadería,1,1800,1800
1138,2026-05-30,Tienda Mall,Queso,Lácteos,1,4500,4500
1138,30-05-2026,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
1139,16-7-2026,Tienda Sur,Maní,SNACKS,2,1200,2400
1139,2026/07/16,Tienda Sur  ,Yogurt,Lácteos,2,800,1600
1140,2026/06/14,Tienda Centro,Cloro,Limpieza,1,1400,1400
1140,14-06-2026,Tienda Centro,  Detergente,Limpieza,1,5500,5500
1140,14-06-2026,Tienda Centro,Esponjas,Limpieza,2,1200,2400
1141,2026/08/01,Tienda Centro,Cloro,Limpieza,1,1400,1400
1141,2026/08/01,Tienda Centro,Detergente,LIMPIEZA,2,5500,11000
1141,2026-08-01,Tienda Centro,Esponjas,Limpieza,1,1200,1200
1142,5-7-2026,Tienda Norte,Cloro,Limpieza,1,1400,1400
1142,2026-07-05,Tienda Norte,  Detergente,Limpieza,2,5500,11000
1142,2026-07-05,Tienda Norte,Esponjas,Limpieza,,1200,1200
1142,2026-07-05,Tienda Norte  ,Galletas,Snacks,1,1000,1000
1142,2026/07/05,Tienda Norte,Maní,snacks,1,1200,1200
1143,2026-08-05,Tienda Sur,Jugo naranja,Bebidas,3,1600,4800
1144,2026-06-22,Tienda Mall,Croissant,Panadería,1,900,900
1144,2026-06-22,Tienda Mall,  Jugo naranja,Bebidas,1,1600,1600
1144,2026-06-22,Tienda Mall,Yogurt,Lácteos,2,800,1600
1145,2026-08-07, Tienda Sur ,Azúcar,Café/Té,1,1300,1300
1145,2026-08-07,Tienda Sur,Pan hallulla,Panadería,2,1500,3000
1145,2026-08-07,Tienda Sur,Queso,Lácteos,1,4500,4500
1146,24-05-2026,Tienda Centro,Agua mineral,Bebidas,1,900,900
1146,24-5-2026,Tienda Centro,  Queso,Lácteos,2,4500,9000
1147,07-06-2026,Tienda Norte,Cerveza,Alcohol,1,3500,3500
1147,2026-06-07,Tienda Norte,Cloro,Limpieza,2,1400,2800
1147,2026-06-07,Tienda Norte,Maní,snacks,1,1200,1200
1148,2026-08-07,Tienda Centro  ,Croissant,panadería,1,900,900
1148,7-8-2026,Tienda Centro,Maní,SNACKS,1,1200,1200
1149,31-05-2026,Tienda Mall,Agua mineral,Bebidas,2,900,1800
1149,31-5-2026,Tienda Mall, Azúcar ,Café/Té,3,1300,3900
1149,31-05-2026,Tienda Mall  ,Café,Café/Té,1,4000,4000
1149,31-5-2026,Tienda Mall,Leche,Lácteos,1,1200,1200
1149,31/5/2026,Tienda Mall,Pan hallulla  ,Panadería,2,1500,3000
1150,2026-06-15,Tienda Mall,Azúcar  ,Café/Té,1,1300,1300
1150,15/6/2026,Tienda Mall,Café,Café/Té,1,4000,4000
1150,2026-06-15,Tienda Mall,Mantequilla,Lácteos,1,2500,2500
1150,15/6/2026,Tienda Mall, Pan molde ,Panadería,2,1800,3600
1151,07-07-2026,Tienda Sur,Maní,Snacks,2,1200,2400
1152,2026/06/20,Tienda Norte,Mantequilla,Lácteos,2,2500,5000
1152,20/6/2026,Tienda Norte,Pan molde,Panadería,2,1800,3600
1153,2026-08-01,Tienda Centro,Bebida cola,bebidas,2,1500,3000
1153,2026-08-01,Tienda Centro,Croissant,PANADERÍA,3,900,2700
1153,2026-08-01,Tienda Centro,Mantequilla,Lácteos,1,2500,2500
1153,2026-08-01,Tienda Centro,Pan hallulla,panadería,1,1500,1500
1153,2026-08-01,Tienda Centro,Pan molde  ,PANADERÍA,1,1800,1800
1154,2026/08/13,Tienda Centro  ,Azúcar  ,Café/Té,1,1300,1300
1155,2026-07-05,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
1155,5-7-2026,  Tienda Norte,Vino tinto,ALCOHOL,1,5000,5000
1156,2026-07-27,  Tienda Sur,Azúcar,Café/Té,1,1300,1300
1156,27-7-2026,Tienda Sur,Té,Café/Té,1,2500,2500
1157,2026-08-08,Tienda Mall,Mantequilla,Lácteos,2,2500,5000
1157,8/8/2026,Tienda Mall,  Queso,Lácteos,1,4500,4500
1158,29-6-2026,Tienda Norte,Mantequilla,lácteos,1,2500,2500
1159,2026-06-20,Tienda Mall,Galletas,Snacks,1,1000,1000
1159,2026-06-20,Tienda Mall,Leche,Lácteos,1,1200,1200
1159,2026/06/20,Tienda Mall,Mantequilla,Lácteos,2,2500,5000
1159,2026/06/20,  Tienda Mall,Pan molde,PANADERÍA,1,1800,1800
1159,2026-06-20,  Tienda Mall,Queso,lácteos,1,4500,4500
1160,7/8/2026,Tienda Mall,Galletas,Snacks,,1000,1000
1160,2026/08/07,Tienda Mall,Papas fritas  ,Snacks,1,1800,1800
1161,2026-06-13,Tienda Mall,Cloro,Limpieza,1,1400,1400
1161,2026-06-13,Tienda Mall,Jugo naranja,Bebidas,2,1600,3200
1162,2026-05-24,  Tienda Sur,Agua mineral,Bebidas,2,900,1800
1162,2026-05-24,Tienda Sur,Mantequilla,Lácteos,,2500,5000
1162,2026-05-24,Tienda Sur, Pan molde ,Panadería,1,1800,1800
1162,24-5-2026,Tienda Sur,Pañales,Bebé,,8000,8000
1162,24/5/2026,Tienda Sur,Queso,Lácteos,1,4500,4500
1162,24-05-2026, Tienda Sur ,Toallitas húmedas,Bebé,2,2200,4400
1163,15-08-2026,Tienda Sur,Azúcar,Café/Té,1,1300,1300
1163,2026-08-15,Tienda Sur,Galletas,Snacks,1,1000,1000
1163,15/8/2026,Tienda Sur,Maní,Snacks,1,1200,1200
1164,2026-06-10,Tienda Mall,Bebida cola,BEBIDAS,1,1500,1500
1164,2026-06-10,Tienda Mall,Mantequilla  ,Lácteos,1,2500,2500
1165,2026-06-25,Tienda Centro,  Azúcar,Café/Té,2,1300,2600
1165,2026/06/25,Tienda Centro  ,Cerveza,alcohol,2,3500,7000
1165,25/6/2026, Tienda Centro ,Jugo naranja,Bebidas,1,1600,1600
1165,2026/06/25,Tienda Centro,Papas fritas,Snacks,1,1800,1800
1165,2026-06-25,Tienda Centro,Pañales,Bebé,1,8000,8000
1165,25-06-2026,Tienda Centro,Toallitas húmedas,Bebé,1,2200,2200
1166,2026-06-23,Tienda Norte,Galletas,snacks,1,1000,1000
1166,2026-06-23,Tienda Norte,Mantequilla,LÁCTEOS,1,2500,2500
1166,2026-06-23,Tienda Norte  ,Pan molde,Panadería,1,1800,1800
1166,2026-06-23,Tienda Norte,  Queso,Lácteos,1,4500,4500
1167,2026-08-03, Tienda Centro ,Azúcar,café/té,1,1300,1300
1167,2026-08-03,Tienda Centro,Toallitas húmedas,bebé,1,2200,2200
1168,13/6/2026,Tienda Sur,Agua mineral,Bebidas,2,900,1800
1168,2026/06/13,Tienda Sur,Azúcar,CAFÉ/TÉ,1,1300,1300
1168,2026-06-13,Tienda Sur,Café,Café/Té,1,4000,4000
1168,2026-06-13, Tienda Sur ,Galletas,SNACKS,1,1000,1000
1168,2026-06-13,  Tienda Sur,  Mantequilla,Lácteos,1,2500,2500
1169,2026-07-24, Tienda Mall ,Azúcar,Café/Té,2,1300,2600
1169,24/7/2026,Tienda Mall  ,Pan hallulla,Panadería,1,1500,1500
1169,24-7-2026,Tienda Mall,Queso,Lácteos,1,4500,4500
1170,15-8-2026,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
1170,2026-08-15,Tienda Sur,Pan hallulla,Panadería,1,1500,1500
1170,2026-08-15,Tienda Sur,Queso,Lácteos,1,4500,4500
1170,2026-08-15,Tienda Sur,Toallitas húmedas,Bebé,1,2200,2200
1171,2026-08-02,Tienda Sur  ,Cloro,Limpieza,1,1400,1400
1171,2/8/2026,Tienda Sur,Croissant,Panadería,2,900,1800
1171,2/8/2026,Tienda Sur,Maní,SNACKS,,1200,1200
1172,2026-07-01,Tienda Sur,Cloro,Limpieza,1,1400,1400
1172,1/7/2026,Tienda Sur,Detergente  ,Limpieza,1,5500,5500
1172,2026-07-01,Tienda Sur,Maní,Snacks,1,1200,1200
1173,2026-06-27,Tienda Norte,Leche,Lácteos,2,1200,2400
1173,27-6-2026,Tienda Norte,Pan molde,Panadería,1,1800,1800
1173,27-06-2026, Tienda Norte ,Queso  ,Lácteos,1,4500,4500
1173,2026-06-27,Tienda Norte,Toallitas húmedas,Bebé,1,2200,2200
1174,2026-06-17,Tienda Mall  ,  Cloro,Limpieza,1,1400,1400
1174,2026-06-17,Tienda Mall,Mantequilla,LÁCTEOS,1,2500,2500
1174,2026-06-17,Tienda Mall,Pan hallulla,Panadería,3,1500,4500
1175,2026-06-18,Tienda Mall,Leche,Lácteos,1,1200,1200
1175,18/6/2026,Tienda Mall,Té,Café/Té,1,2500,2500
1176,26-07-2026,Tienda Mall,Cerveza,ALCOHOL,1,3500,3500
1176,2026-07-26,Tienda Mall,Pañales,Bebé,2,8000,16000
1176,2026-07-26,Tienda Mall,Queso,Lácteos,1,4500,4500
1176,2026-07-26,  Tienda Mall, Toallitas húmedas ,Bebé,1,2200,2200
1177,2026-06-04,Tienda Norte,Maní,Snacks,1,1200,1200
1177,4-6-2026,Tienda Norte,Queso,Lácteos,1,4500,4500
1177,2026-06-04,Tienda Norte,Vino tinto,Alcohol,1,5000,5000
1178,2026-07-21,Tienda Norte  ,Bebida cola,Bebidas,2,1500,3000
1178,21-7-2026,Tienda Norte,Maní,Snacks,1,1200,1200
1179,2026-07-28,Tienda Norte,Cloro,Limpieza,2,1400,2800
1179,2026-07-28,  Tienda Norte,Maní,Snacks,1,1200,1200
1179,2026-07-28, Tienda Norte ,Pañales,Bebé,1,8000,8000
1179,28-07-2026,Tienda Norte,Toallitas húmedas,Bebé,1,2200,2200
1180,2026-07-24,Tienda Norte,Detergente,Limpieza,1,5500,5500
1180,24-7-2026,Tienda Norte,Queso,Lácteos,1,4500,4500
1181,23-06-2026,Tienda Mall  ,Mantequilla,Lácteos,1,2500,2500
1181,2026-06-23, Tienda Mall ,Maní,Snacks,1,1200,1200
1181,2026/06/23,Tienda Mall, Pan hallulla ,Panadería,1,1500,1500
1181,23-06-2026,Tienda Mall  ,Queso  ,Lácteos,1,4500,4500
1182,14-7-2026,Tienda Sur,Esponjas,Limpieza,1,1200,1200
1183,27-6-2026, Tienda Centro ,Cerveza,Alcohol,3,3500,10500
1183,27-6-2026,Tienda Centro,Maní,snacks,3,1200,3600
1183,2026-06-27,Tienda Centro,Pañales,Bebé,2,8000,16000
1183,2026-06-27,Tienda Centro,  Toallitas húmedas,Bebé,1,2200,2200
1184,2026/07/15,Tienda Sur,Esponjas,Limpieza,2,1200,2400
1184,2026-07-15,Tienda Sur,Mantequilla,Lácteos,1,2500,2500
1184,2026-07-15,Tienda Sur,Yogurt,Lácteos,2,800,1600
1185,25-7-2026,Tienda Centro  ,Pan molde,PANADERÍA,1,1800,1800
1186,8-7-2026,Tienda Sur,  Azúcar,café/té,1,1300,1300
1186,2026/07/08,Tienda Sur,Cerveza,Alcohol,,3500,3500
1186,08-07-2026,Tienda Sur,Pañales,Bebé,1,8000,8000
1186,08-07-2026,Tienda Sur,Té  ,Café/Té,1,2500,2500
1187,2026-07-25,Tienda Mall,Cerveza  ,Alcohol,1,3500,3500
1187,2026/07/25,  Tienda Mall,Papas fritas,Snacks,3,1800,5400
1188,2026/06/16,Tienda Mall,Pañales,BEBÉ,1,8000,8000
1188,2026-06-16,Tienda Mall,Toallitas húmedas,Bebé,1,2200,2200
1189,2026-07-22,Tienda Mall,Jugo naranja,Bebidas,3,1600,4800
1189,2026/07/22, Tienda Mall , Yogurt ,LÁCTEOS,1,800,800
1190,2026-08-06,Tienda Centro,Agua mineral  ,bebidas,1,900,900
1190,06-08-2026,Tienda Centro,Cloro,Limpieza,2,1400,2800
1190,6-8-2026,Tienda Centro,Leche  ,Lácteos,2,1200,2400
1190,2026-08-06, Tienda Centro , Mantequilla ,lácteos,1,2500,2500
1191,2026-05-26,  Tienda Norte,Mantequilla,Lácteos,3,2500,7500
1191,26-05-2026,Tienda Norte,  Pan molde,Panadería,1,1800,1800
1191,2026-05-26,Tienda Norte,Queso,lácteos,1,4500,4500
1192,2026-06-06,Tienda Mall,Esponjas,Limpieza,2,1200,2400
1192,2026/06/06,Tienda Mall,Leche,Lácteos,2,1200,2400
1193,16/7/2026,  Tienda Mall,  Croissant,panadería,3,900,2700
1193,16/7/2026,Tienda Mall  ,Mantequilla  ,Lácteos,2,2500,5000
1194,2026-06-04,Tienda Sur,Bebida cola,Bebidas,2,1500,3000
1194,4-6-2026,Tienda Sur,Cerveza,ALCOHOL,1,3500,3500
1194,4-6-2026,Tienda Sur,Croissant,Panadería,1,900,900
1194,2026/06/04,Tienda Sur,Maní,SNACKS,1,1200,1200
1194,4-6-2026,Tienda Sur,Papas fritas,snacks,2,1800,3600
1195,2026-05-25,Tienda Mall, Esponjas ,limpieza,2,1200,2400
1196,30-6-2026,Tienda Norte  ,Cloro  ,limpieza,2,1400,2800
1196,2026-06-30, Tienda Norte ,Detergente,LIMPIEZA,1,5500,5500
1196,2026-06-30,Tienda Norte,  Mantequilla,Lácteos,1,2500,2500
1196,2026-06-30,Tienda Norte,Pan hallulla,Panadería,1,1500,1500
1197,2026-07-22,Tienda Norte,Jugo naranja,Bebidas,1,1600,1600
1197,2026-07-22,Tienda Norte  ,Mantequilla  ,Lácteos,1,2500,2500
1197,2026-07-22,Tienda Norte,Queso,Lácteos,1,4500,4500
